2,3,1
2,6,1
2,5,1
2,3,1
19,16,1
19,16,1
19,16,1
19,1,1
26,13,1
37,30,1
30,24,1
27,13,1
48,35,1
74,51,1
66,51,1
106,26,1
109,83,1
106,26,1
114,88,1
116,89,1
116,89,1
126,1,1
127,42,1
137,110,1
139,107,1
137,110,1
169,13,1
170,132,1
164,131,1
165,130,1
164,9,1
176,98,1
179,142,1
116,83,1
185,98,1
189,111,1
204,175,1
207,184,1
204,184,1
210,72,1
127,72,1
217,72,1
223,197,1
230,199,1
226,48,1
2,195,1
251,195,1
2,195,1
2,195,1
259,1,1
275,72,1
278,12,1
33,72,1
288,226,1
294,197,1
264,234,1
266,1,1
306,129,1
309,45,1
310,246,1
309,45,1
327,246,1
163,264,1
163,264,1
71,265,1
69,286,1
71,265,1
10,195,1
132,195,1
378,195,1
380,1,1
82,47,1
82,113,1
82,113,1
82,47,1
398,302,1
399,171,1
25,1,1
404,41,1
259,269,1
349,195,1
223,1,1
336,342,1
418,27,1
415,1,1
223,27,1
412,83,1
163,340,1
223,1,1
223,27,1
415,1,1
163,340,1
336,342,1
223,27,1
223,1,1
412,182,1
269,358,1
291,365,1
408,373,1
433,370,1
445,12,1
11,258,1
288,394,1
449,208,1
1,0,1
468,32,1
236,409,1
319,362,1
479,258,1
473,410,1
505,407,1
258,432,1
427,13,1
505,407,1
508,6,1
512,448,1
207,194,1
217,194,1
217,70,1
528,195,1
320,70,1
535,48,1
538,26,1
539,26,1
540,70,1
541,70,1
322,70,1
489,70,1
226,118,1
349,111,1
371,472,1
225,26,1
225,26,1
68,479,1
63,195,1
75,490,1
75,490,1
288,482,1
68,479,1
63,195,1
82,47,1
233,48,1
565,1,1
306,74,1
568,6,1
538,12,1
564,125,1
312,1,1
317,125,1
322,118,1
319,263,1
315,125,1
316,31,1
537,263,1
315,125,1
310,205,1
259,147,1
259,147,1
223,1,1
33,118,1
220,246,1
593,531,1
118,26,1
600,539,1
224,1,1
224,1,1
87,1,1
220,0,1
220,1,1
620,211,1
617,375,1
183,211,1
183,1,1
626,263,1
625,205,1
626,48,1
382,45,1
635,1,1
639,70,1
168,1,1
168,1,1
263,205,1
263,93,1
168,1,1
643,362,1
220,153,1
200,345,1
220,153,1
220,153,1
655,64,1
653,171,1
633,171,1
9,171,1
660,358,1
662,358,1
381,411,1
95,577,1
408,42,1
666,1,1
668,248,1
670,118,1
666,118,1
679,118,1
566,111,1
315,70,1
233,70,1
684,111,1
272,70,1
684,111,1
578,1,1
26,253,1
562,1,1
562,20,1
71,130,1
562,20,1
562,1,1
87,597,1
87,597,1
258,83,1
693,35,1
202,482,1
693,1,1
350,118,1
348,118,1
466,1,1
700,302,1
703,102,1
509,302,1
660,585,1
713,147,1
719,507,1
732,195,1
109,118,1
389,551,1
389,1,1
352,111,1
352,111,1
695,1,1
253,60,1
342,626,1
681,629,1
231,585,1
198,83,1
478,291,1
185,62,1
231,585,1
745,147,1
747,113,1
87,129,1
749,118,1
536,26,1
536,26,1
266,642,1
89,461,1
257,211,1
495,42,1
256,1,1
430,62,1
430,62,1
446,195,1
446,195,1
143,26,1
300,418,1
300,382,1
219,43,1
300,661,1
748,195,1
202,639,1
202,639,1
633,42,1
9,386,1
9,386,1
112,70,1
776,70,1
780,101,1
778,676,1
18,1,1
573,6,1
784,70,1
197,682,1
650,26,1
650,642,1
111,375,1
460,26,1
83,625,1
83,625,1
460,26,1
41,625,1
403,54,1
287,246,1
252,291,1
26,689,1
287,378,1
776,1,1
805,375,1
277,101,1
817,13,1
817,67,1
9,197,1
247,197,1
175,701,1
198,122,1
209,122,1
170,122,1
81,345,1
5,708,1
375,226,1
375,226,1
81,470,1
61,26,1
61,26,1
89,65,1
846,265,1
712,649,1
386,96,1
411,42,1
79,195,1
370,195,1
79,195,1
79,195,1
79,195,1
139,195,1
79,195,1
390,195,1
79,195,1
139,195,1
79,195,1
460,195,1
79,195,1
562,195,1
79,195,1
139,195,1
79,195,1
139,195,1
79,195,1
79,195,1
139,195,1
390,195,1
139,195,1
55,1,1
55,351,1
639,75,1
127,75,1
202,113,1
855,106,1
696,129,1
692,33,1
13,111,1
696,144,1
696,144,1
312,199,1
538,26,1
538,277,1
227,199,1
538,62,1
538,277,1
538,470,1
660,118,1
52,345,1
768,74,1
776,211,1
93,195,1
93,195,1
312,1,1
724,26,1
474,195,1
472,195,1
397,0,1
713,147,1
109,625,1
18,302,1
357,725,1
125,211,1
334,84,1
262,84,1
388,1,1
450,1,1
498,195,1
261,51,1
220,246,1
681,625,1
110,62,1
231,358,1
47,74,1
886,358,1
892,358,1
272,358,1
452,358,1
211,27,1
894,27,1
652,13,1
824,577,1
393,195,1
79,195,1
139,195,1
79,195,1
79,195,1
79,195,1
370,195,1
882,29,1
901,18,1
814,18,1
829,248,1
829,248,1
184,567,1
175,96,1
381,29,1
547,147,1
64,376,1
64,376,1
62,422,1
82,340,1
62,422,1
62,422,1
49,505,1
426,246,1
220,1,1
220,246,1
56,153,1
288,54,1
921,1,1
421,749,1
414,749,1
587,749,1
310,171,1
89,502,1
923,26,1
89,502,1
89,502,1
925,273,1
378,287,1
200,171,1
2,756,1
12,603,1
935,26,1
940,20,1
537,26,1
759,375,1
888,67,1
886,129,1
886,144,1
734,767,1
945,70,1
644,38,1
746,1,1
461,118,1
951,105,1
838,20,1
838,20,1
653,52,1
163,129,1
653,52,1
694,603,1
863,1,1
473,124,1
474,548,1
252,468,1
252,468,1
700,1,1
303,211,1
9,810,1
86,810,1
633,810,1
86,810,1
735,810,1
692,302,1
660,35,1
202,33,1
780,208,1
780,208,1
265,1,1
68,199,1
487,74,1
433,298,1
202,819,1
768,125,1
52,125,1
52,129,1
52,125,1
861,26,1
982,102,1
982,102,1
982,102,1
148,26,1
26,129,1
988,129,1
41,91,1
41,551,1
398,58,1
337,211,1
180,565,1
114,298,1
114,827,1
180,6,1
386,150,1
253,831,1
386,829,1
253,97,1
386,101,1
652,26,1
652,26,1
757,81,1
996,407,1
215,70,1
517,428,1
296,515,1
217,1,1
510,321,1
999,211,1
843,211,1
345,375,1
455,211,1
815,348,1
538,277,1
538,26,1
239,316,1
2,2,1
2,2,1
2,1,1
83,294,1
2,1,1
2,1,1
1011,26,1
339,195,1
1013,195,1
1013,195,1
711,195,1
1013,195,1
339,195,1
117,195,1
1013,195,1
1013,195,1
243,13,1
2,501,1
2,501,1
795,85,1
427,1,1
231,111,1
479,126,1
474,126,1
529,126,1
934,147,1
484,819,1
135,105,1
147,105,1
278,26,1
452,129,1
308,129,1
452,129,1
1031,810,1
573,129,1
1034,195,1
181,390,1
935,195,1
114,109,1
114,109,1
116,302,1
93,26,1
410,407,1
238,12,1
307,263,1
89,361,1
272,205,1
1042,0,1
1027,321,1
1026,94,1
1026,94,1
1026,8,1
1043,603,1
1042,0,1
1042,0,1
137,36,1
1026,8,1
512,409,1
512,409,1
512,45,1
509,540,1
170,346,1
170,718,1
201,36,1
763,245,1
170,182,1
26,45,1
847,13,1
57,129,1
215,268,1
209,302,1
562,58,1
562,58,1
546,886,1
94,22,1
94,168,1
94,22,1
209,83,1
529,195,1
479,195,1
479,195,1
479,195,1
602,195,1
602,195,1
602,195,1
479,195,1
602,195,1
602,195,1
602,195,1
602,195,1
602,195,1
602,195,1
529,195,1
411,504,1
411,250,1
572,26,1
411,135,1
31,375,1
26,6,1
206,72,1
819,375,1
211,147,1
44,72,1
341,108,1
276,96,1
1066,118,1
462,195,1
1066,118,1
227,20,1
232,6,1
233,20,1
99,75,1
819,896,1
585,20,1
1068,1,1
411,205,1
1069,129,1
411,91,1
572,263,1
113,409,1
1069,764,1
898,114,1
411,589,1
954,376,1
643,468,1
93,26,1
312,205,1
312,205,1
312,205,1
538,26,1
41,27,1
41,1,1
349,0,1
352,92,1
351,16,1
384,542,1
349,195,1
780,195,1
869,407,1
430,392,1
430,62,1
769,407,1
769,407,1
430,52,1
430,52,1
769,407,1
663,763,1
111,907,1
214,26,1
294,848,1
473,412,1
472,45,1
470,45,1
611,505,1
168,102,1
168,901,1
344,237,1
163,20,1
163,20,1
345,197,1
861,246,1
202,655,1
1095,74,1
430,75,1
1092,935,1
1092,935,1
1040,195,1
1040,195,1
975,195,1
410,110,1
785,470,1
195,118,1
114,136,1
785,126,1
1107,80,1
575,499,1
2,251,1
2,251,1
220,153,1
653,62,1
836,114,1
838,289,1
836,114,1
164,470,1
838,289,1
201,267,1
170,504,1
660,716,1
321,592,1
946,26,1
946,1,1
696,18,1
13,548,1
696,18,1
946,1,1
321,426,1
660,112,1
464,407,1
696,18,1
427,420,1
904,20,1
175,20,1
490,246,1
898,48,1
892,144,1
696,58,1
892,1,1
892,84,1
1117,1,1
892,48,1
660,84,1
170,118,1
54,409,1
170,96,1
209,96,1
769,1,1
769,118,1
201,21,1
201,227,1
665,75,1
269,971,1
220,113,1
255,254,1
255,254,1
602,195,1
375,1,1
375,1,1
336,1,1
336,1,1
562,195,1
320,223,1
320,171,1
450,1,1
292,101,1
411,321,1
91,454,1
142,454,1
592,454,1
518,454,1
1125,6,1
294,269,1
479,195,1
602,195,1
529,195,1
602,195,1
842,195,1
479,195,1
478,195,1
1072,195,1
602,195,1
602,195,1
442,302,1
442,302,1
756,433,1
313,72,1
334,376,1
166,1,1
334,376,1
165,1,1
170,307,1
127,64,1
18,351,1
26,27,1
71,229,1
185,20,1
185,26,1
890,195,1
1109,195,1
1109,195,1
1109,195,1
415,167,1
1066,13,1
420,2,1
1137,80,1
420,2,1
415,167,1
420,125,1
415,398,1
1066,13,1
168,266,1
420,125,1
415,398,1
580,125,1
1135,195,1
1135,195,1
427,51,1
259,269,1
164,420,1
260,195,1
220,0,1
86,195,1
345,27,1
856,129,1
41,551,1
660,688,1
202,64,1
589,70,1
497,70,1
112,20,1
776,20,1
397,0,1
306,129,1
78,479,1
78,479,1
78,479,1
793,101,1
186,508,1
461,253,1
500,113,1
380,13,1
380,13,1
380,13,1
461,113,1
380,13,1
99,457,1
1090,195,1
106,1,1
322,26,1
233,1,1
300,75,1
1161,407,1
165,62,1
1163,358,1
452,67,1
452,589,1
174,18,1
223,269,1
223,269,1
330,766,1
1045,1001,1
762,13,1
305,75,1
726,835,1
1179,114,1
1179,114,1
1180,355,1
1180,355,1
1180,355,1
935,13,1
287,1004,1
276,90,1
276,648,1
134,118,1
127,375,1
686,351,1
625,70,1
1116,70,1
903,508,1
340,291,1
340,70,1
473,508,1
175,317,1
352,62,1
320,25,1
454,18,1
202,760,1
471,567,1
471,409,1
757,1,1
222,351,1
471,567,1
471,567,1
397,36,1
397,111,1
397,1,1
397,52,1
176,195,1
201,42,1
185,70,1
890,195,1
185,194,1
1109,195,1
482,504,1
855,263,1
486,1,1
864,223,1
122,1,1
55,109,1
134,80,1
55,109,1
765,52,1
67,111,1
67,111,1
309,26,1
964,264,1
56,447,1
718,13,1
168,129,1
168,129,1
82,375,1
356,567,1
262,68,1
256,504,1
258,504,1
254,504,1
27,20,1
1096,129,1
1166,136,1
1096,129,1
670,29,1
381,0,1
660,144,1
381,26,1
381,0,1
660,144,1
450,62,1
1191,125,1
1210,26,1
1210,26,1
1191,125,1
1191,125,1
121,256,1
121,256,1
121,129,1
121,129,1
737,622,1
1137,1,1
121,256,1
67,195,1
574,1,1
660,1036,1
175,136,1
116,504,1
113,26,1
168,102,1
164,798,1
168,764,1
164,798,1
344,409,1
344,129,1
335,125,1
335,129,1
335,129,1
344,409,1
344,129,1
335,125,1
645,258,1
93,70,1
220,0,1
220,26,1
645,491,1
185,195,1
185,195,1
185,195,1
746,195,1
461,301,1
185,195,1
512,540,1
508,1040,1
517,375,1
215,375,1
527,211,1
217,375,1
757,411,1
498,195,1
803,129,1
460,1,1
460,1,1
186,724,1
1,351,1
1,1,1
1,1,1
1,1,1
9,505,1
957,195,1
501,485,1
580,125,1
174,125,1
580,129,1
580,129,1
331,505,1
174,125,1
263,454,1
163,1,1
163,1,1
163,129,1
174,18,1
163,129,1
580,125,1
158,125,1
147,107,1
158,118,1
147,107,1
158,125,1
148,118,1
158,118,1
148,118,1
576,682,1
1012,237,1
220,246,1
166,1,1
166,1,1
6,12,1
1249,1,1
1249,84,1
69,108,1
139,655,1
386,170,1
253,237,1
253,129,1
386,170,1
646,62,1
300,410,1
442,718,1
1133,395,1
497,395,1
252,302,1
252,302,1
83,369,1
923,369,1
431,208,1
71,195,1
83,51,1
1180,586,1
1180,87,1
1180,586,1
431,208,1
158,129,1
765,195,1
158,129,1
1256,195,1
628,0,1
183,495,1
381,0,1
175,508,1
628,0,1
183,42,1
215,171,1
215,171,1
1167,468,1
617,345,1
397,111,1
216,75,1
56,1,1
1261,237,1
1257,26,1
109,680,1
1043,26,1
1043,26,1
349,1,1
348,197,1
277,387,1
111,826,1
71,292,1
233,1,1
233,208,1
321,826,1
306,548,1
233,472,1
244,552,1
707,223,1
152,810,1
152,810,1
203,80,1
1283,195,1
1283,1,1
307,10,1
684,111,1
566,111,1
568,38,1
235,83,1
542,292,1
168,764,1
168,31,1
168,764,1
67,0,1
1191,58,1
1191,58,1
67,0,1
233,302,1
312,302,1
452,302,1
233,302,1
52,129,1
53,129,1
52,252,1
214,80,1
692,1,1
115,263,1
410,60,1
669,123,1
179,13,1
886,269,1
312,1071,1
484,197,1
763,197,1
523,302,1
523,302,1
412,83,1
412,492,1
167,324,1
412,80,1
167,324,1
501,144,1
1289,195,1
67,62,1
163,1086,1
163,1086,1
220,62,1
255,62,1
429,62,1
652,1,1
1100,62,1
1282,62,1
1292,52,1
1090,62,1
1292,52,1
1293,195,1
1281,195,1
1293,195,1
1293,195,1
921,266,1
170,302,1
584,84,1
584,84,1
1012,493,1
425,256,1
429,565,1
429,1,1
1195,12,1
1027,150,1
1027,150,1
231,199,1
231,144,1
231,31,1
202,22,1
652,479,1
652,479,1
590,567,1
530,567,1
592,72,1
51,113,1
135,340,1
378,340,1
163,68,1
659,468,1
1300,27,1
10,9,1
378,105,1
925,75,1
163,1,1
163,68,1
688,28,1
47,193,1
111,75,1
1302,399,1
1025,269,1
1163,26,1
1025,269,1
1302,399,1
1025,269,1
1163,26,1
488,118,1
229,118,1
9,17,1
1309,141,1
1316,407,1
1309,141,1
566,195,1
164,9,1
164,819,1
65,296,1
82,171,1
215,246,1
168,764,1
329,205,1
168,48,1
329,205,1
682,505,1
329,205,1
168,48,1
842,505,1
929,1109,1
110,321,1
565,26,1
565,26,1
187,604,1
30,20,1
793,604,1
41,20,1
204,551,1
204,551,1
449,263,1
572,72,1
384,98,1
445,72,1
1034,854,1
601,26,1
453,124,1
270,112,1
253,551,1
228,498,1
117,114,1
179,195,1
175,589,1
745,505,1
184,46,1
184,567,1
2,26,1
513,33,1
769,26,1
769,26,1
769,1,1
864,265,1
769,1,1
941,22,1
769,26,1
